Incident_ID,Opened_At,Closed_At,Opened_By,Assigned_To,Priority,Impact,Urgency,Category,Subcategory,Status,Resolution_Code,Resolved_By,Short_Description,Description,Updated_At
INC008225,2026-06-08 16:00:00,,user58,user297,High,Low,Medium,Hardware,Desktop,In Progress,,,Issue 8225 - Security related,"Detailed description of incident 8225, auto-generated for testing.",2026-06-08 17:00:00
INC008226,2026-06-08 17:00:00,,user147,user266,Medium,Low,Medium,Software,OS,In Progress,,,Issue 8226 - Security related,"Detailed description of incident 8226, auto-generated for testing.",2026-06-09 07:00:00
INC008227,2026-06-08 18:00:00,,user65,user231,Medium,High,High,Software,OS,In Progress,,,Issue 8227 - Network related,"Detailed description of incident 8227, auto-generated for testing.",2026-06-10 14:00:00
INC008228,2026-06-08 19:00:00,,user174,user313,Low,Medium,Medium,Software,Email,Open,,,Issue 8228 - Database related,"Detailed description of incident 8228, auto-generated for testing.",2026-06-12 12:00:00
INC008229,2026-06-08 20:00:00,,user5,user207,Low,High,High,Hardware,Printer,In Progress,,,Issue 8229 - Database related,"Detailed description of incident 8229, auto-generated for testing.",2026-06-12 08:00:00
INC008230,2026-06-08 21:00:00,,user87,user201,Low,Medium,Low,Hardware,Laptop,In Progress,,,Issue 8230 - Database related,"Detailed description of incident 8230, auto-generated for testing.",2026-06-11 21:00:00
INC008231,2026-06-08 22:00:00,,user150,user288,High,Low,Medium,Software,Application,Open,,,Issue 8231 - Database related,"Detailed description of incident 8231, auto-generated for testing.",2026-06-09 13:00:00
INC008232,2026-06-08 23:00:00,,user161,user251,High,Low,Low,Hardware,Printer,In Progress,,,Issue 8232 - Software related,"Detailed description of incident 8232, auto-generated for testing.",2026-06-09 16:00:00
INC008233,2026-06-09 00:00:00,2026-06-10 13:00:00,user195,user327,Critical,High,Low,Software,Application,Resolved,Solved via On-Site,user592,Issue 8233 - Software related,"Detailed description of incident 8233, auto-generated for testing.",2026-06-13 04:00:00
INC008234,2026-06-09 01:00:00,,user141,user220,Critical,Medium,Medium,Software,OS,In Progress,,,Issue 8234 - Database related,"Detailed description of incident 8234, auto-generated for testing.",2026-06-10 05:00:00
INC008235,2026-06-09 02:00:00,,user12,user366,Low,High,Medium,Software,OS,Open,,,Issue 8235 - Network related,"Detailed description of incident 8235, auto-generated for testing.",2026-06-11 03:00:00
INC008236,2026-06-09 03:00:00,,user36,user333,Low,Medium,Low,Database,SQL Server,In Progress,,,Issue 8236 - Software related,"Detailed description of incident 8236, auto-generated for testing.",2026-06-09 23:00:00
INC008237,2026-06-09 04:00:00,2026-06-09 09:00:00,user169,user309,Medium,High,Low,Hardware,Printer,Resolved,Workaround Provided,user480,Issue 8237 - Hardware related,"Detailed description of incident 8237, auto-generated for testing.",2026-06-10 15:00:00
INC008238,2026-06-09 05:00:00,2026-06-11 22:00:00,user111,user209,High,Low,Low,Network,LAN,Resolved,Solved Remotely,user471,Issue 8238 - Hardware related,"Detailed description of incident 8238, auto-generated for testing.",2026-06-13 00:00:00
INC008239,2026-06-09 06:00:00,2026-06-11 20:00:00,user1,user286,Low,High,High,Software,OS,Resolved,Solved via On-Site,user527,Issue 8239 - Software related,"Detailed description of incident 8239, auto-generated for testing.",2026-06-10 06:00:00
INC008240,2026-06-09 07:00:00,,user44,user300,High,Medium,Low,Network,WAN,Open,,,Issue 8240 - Network related,"Detailed description of incident 8240, auto-generated for testing.",2026-06-10 21:00:00
INC008241,2026-06-09 08:00:00,2026-06-10 22:00:00,user184,user387,Low,High,High,Database,Oracle,Resolved,Not Reproducible,user416,Issue 8241 - Database related,"Detailed description of incident 8241, auto-generated for testing.",2026-06-12 16:00:00
INC008242,2026-06-09 09:00:00,2026-06-11 04:00:00,user158,user384,Critical,Medium,Medium,Hardware,Printer,Resolved,Solved via On-Site,user584,Issue 8242 - Software related,"Detailed description of incident 8242, auto-generated for testing.",2026-06-12 20:00:00
INC008243,2026-06-09 10:00:00,,user65,user302,Low,High,Low,Software,Application,Open,,,Issue 8243 - Security related,"Detailed description of incident 8243, auto-generated for testing.",2026-06-13 02:00:00
INC008244,2026-06-09 11:00:00,,user70,user339,Critical,Medium,Medium,Software,OS,In Progress,,,Issue 8244 - Network related,"Detailed description of incident 8244, auto-generated for testing.",2026-06-11 00:00:00
INC008245,2026-06-09 12:00:00,,user38,user332,Medium,Medium,Low,Software,Application,In Progress,,,Issue 8245 - Hardware related,"Detailed description of incident 8245, auto-generated for testing.",2026-06-12 02:00:00
INC008246,2026-06-09 13:00:00,2026-06-10 16:00:00,user167,user203,Medium,Medium,Medium,Network,LAN,Resolved,Solved via On-Site,user580,Issue 8246 - Security related,"Detailed description of incident 8246, auto-generated for testing.",2026-06-13 04:00:00
INC008247,2026-06-09 14:00:00,,user12,user252,Medium,High,Low,Database,SQL Server,Open,,,Issue 8247 - Hardware related,"Detailed description of incident 8247, auto-generated for testing.",2026-06-09 19:00:00
INC008248,2026-06-09 15:00:00,,user60,user220,Low,High,High,Hardware,Laptop,In Progress,,,Issue 8248 - Database related,"Detailed description of incident 8248, auto-generated for testing.",2026-06-09 16:00:00
INC008249,2026-06-09 16:00:00,2026-06-09 23:00:00,user24,user377,Medium,Low,Medium,Database,Oracle,Closed,Solved via On-Site,user525,Issue 8249 - Hardware related,"Detailed description of incident 8249, auto-generated for testing.",2026-06-10 10:00:00
INC008250,2026-06-09 17:00:00,2026-06-11 20:00:00,user91,user365,Low,Medium,Medium,Software,OS,Resolved,Workaround Provided,user569,Issue 8250 - Database related,"Detailed description of incident 8250, auto-generated for testing.",2026-06-11 14:00:00
INC008251,2026-06-09 18:00:00,2026-06-10 15:00:00,user136,user303,High,Low,Low,Database,SQL Server,Closed,Solved Remotely,user541,Issue 8251 - Software related,"Detailed description of incident 8251, auto-generated for testing.",2026-06-10 09:00:00
INC008252,2026-06-09 19:00:00,2026-06-11 22:00:00,user154,user297,Critical,Low,High,Network,WAN,Closed,Workaround Provided,user509,Issue 8252 - Hardware related,"Detailed description of incident 8252, auto-generated for testing.",2026-06-12 21:00:00
INC008253,2026-06-09 20:00:00,,user196,user279,High,Medium,High,Security,Phishing,Open,,,Issue 8253 - Database related,"Detailed description of incident 8253, auto-generated for testing.",2026-06-13 13:00:00
INC008254,2026-06-09 21:00:00,2026-06-12 10:00:00,user36,user321,Low,Low,High,Security,Malware,Resolved,Workaround Provided,user594,Issue 8254 - Network related,"Detailed description of incident 8254, auto-generated for testing.",2026-06-10 03:00:00
INC008255,2026-06-09 22:00:00,,user86,user348,Medium,High,Low,Hardware,Printer,In Progress,,,Issue 8255 - Hardware related,"Detailed description of incident 8255, auto-generated for testing.",2026-06-12 01:00:00
INC008256,2026-06-09 23:00:00,2026-06-12 02:00:00,user134,user295,Critical,Low,Medium,Hardware,Laptop,Closed,Not Reproducible,user419,Issue 8256 - Database related,"Detailed description of incident 8256, auto-generated for testing.",2026-06-13 11:00:00
INC008257,2026-06-10 00:00:00,,user72,user363,Medium,High,Low,Database,SQL Server,Open,,,Issue 8257 - Database related,"Detailed description of incident 8257, auto-generated for testing.",2026-06-12 10:00:00
INC008258,2026-06-10 01:00:00,2026-06-12 21:00:00,user157,user217,High,Medium,High,Hardware,Printer,Closed,Workaround Provided,user473,Issue 8258 - Security related,"Detailed description of incident 8258, auto-generated for testing.",2026-06-10 19:00:00
INC008259,2026-06-10 02:00:00,2026-06-11 03:00:00,user5,user237,Low,Medium,High,Network,LAN,Resolved,Not Reproducible,user425,Issue 8259 - Software related,"Detailed description of incident 8259, auto-generated for testing.",2026-06-11 18:00:00
INC008260,2026-06-10 03:00:00,2026-06-10 20:00:00,user120,user320,Critical,Medium,Medium,Software,Application,Resolved,Workaround Provided,user593,Issue 8260 - Network related,"Detailed description of incident 8260, auto-generated for testing.",2026-06-13 20:00:00
INC008261,2026-06-10 04:00:00,,user49,user350,Critical,Low,Low,Software,Application,Open,,,Issue 8261 - Software related,"Detailed description of incident 8261, auto-generated for testing.",2026-06-11 15:00:00
INC008262,2026-06-10 05:00:00,,user80,user335,Low,Medium,Low,Database,Oracle,Open,,,Issue 8262 - Database related,"Detailed description of incident 8262, auto-generated for testing.",2026-06-14 09:00:00
INC008263,2026-06-10 06:00:00,2026-06-10 13:00:00,user40,user249,Low,Medium,High,Software,OS,Resolved,Workaround Provided,user518,Issue 8263 - Security related,"Detailed description of incident 8263, auto-generated for testing.",2026-06-12 13:00:00
INC008264,2026-06-10 07:00:00,,user11,user232,Critical,High,Medium,Database,SQL Server,Open,,,Issue 8264 - Network related,"Detailed description of incident 8264, auto-generated for testing.",2026-06-10 14:00:00
INC008265,2026-06-10 08:00:00,2026-06-11 05:00:00,user59,user245,High,Low,Medium,Hardware,Laptop,Closed,Solved via On-Site,user514,Issue 8265 - Database related,"Detailed description of incident 8265, auto-generated for testing.",2026-06-13 16:00:00
INC008266,2026-06-10 09:00:00,,user25,user395,High,Low,High,Hardware,Printer,Open,,,Issue 8266 - Network related,"Detailed description of incident 8266, auto-generated for testing.",2026-06-12 08:00:00
INC008267,2026-06-10 10:00:00,2026-06-13 00:00:00,user145,user396,Medium,Medium,Low,Network,WAN,Resolved,Workaround Provided,user438,Issue 8267 - Hardware related,"Detailed description of incident 8267, auto-generated for testing.",2026-06-12 23:00:00
INC008268,2026-06-10 11:00:00,,user191,user268,Critical,Low,Low,Software,Email,In Progress,,,Issue 8268 - Hardware related,"Detailed description of incident 8268, auto-generated for testing.",2026-06-14 04:00:00
INC008269,2026-06-10 12:00:00,2026-06-11 15:00:00,user113,user235,Low,Medium,Medium,Network,LAN,Resolved,Solved via On-Site,user592,Issue 8269 - Network related,"Detailed description of incident 8269, auto-generated for testing.",2026-06-13 03:00:00
INC008270,2026-06-10 13:00:00,2026-06-11 15:00:00,user171,user343,Low,High,Medium,Security,Phishing,Resolved,Solved Remotely,user493,Issue 8270 - Software related,"Detailed description of incident 8270, auto-generated for testing.",2026-06-11 10:00:00
INC008271,2026-06-10 14:00:00,,user118,user376,Low,Low,High,Network,WAN,In Progress,,,Issue 8271 - Database related,"Detailed description of incident 8271, auto-generated for testing.",2026-06-12 03:00:00
INC008272,2026-06-10 15:00:00,,user121,user293,Low,Low,Medium,Database,MySQL,Open,,,Issue 8272 - Network related,"Detailed description of incident 8272, auto-generated for testing.",2026-06-13 12:00:00
INC008273,2026-06-10 16:00:00,,user74,user261,Critical,High,Low,Database,Oracle,Open,,,Issue 8273 - Software related,"Detailed description of incident 8273, auto-generated for testing.",2026-06-13 06:00:00
INC008274,2026-06-10 17:00:00,,user137,user296,High,Low,Low,Network,WAN,In Progress,,,Issue 8274 - Hardware related,"Detailed description of incident 8274, auto-generated for testing.",2026-06-13 08:00:00
INC008275,2026-06-10 18:00:00,,user112,user373,Medium,Medium,Medium,Hardware,Desktop,In Progress,,,Issue 8275 - Network related,"Detailed description of incident 8275, auto-generated for testing.",2026-06-12 07:00:00
INC008276,2026-06-10 19:00:00,2026-06-11 09:00:00,user118,user376,High,Low,High,Security,Malware,Resolved,Solved via On-Site,user497,Issue 8276 - Security related,"Detailed description of incident 8276, auto-generated for testing.",2026-06-13 06:00:00
INC008277,2026-06-10 20:00:00,,user93,user270,Medium,Low,Low,Network,LAN,In Progress,,,Issue 8277 - Database related,"Detailed description of incident 8277, auto-generated for testing.",2026-06-12 22:00:00
INC008278,2026-06-10 21:00:00,,user157,user222,Low,High,Low,Hardware,Printer,In Progress,,,Issue 8278 - Software related,"Detailed description of incident 8278, auto-generated for testing.",2026-06-12 05:00:00
INC008279,2026-06-10 22:00:00,,user94,user303,Low,High,High,Network,WAN,In Progress,,,Issue 8279 - Network related,"Detailed description of incident 8279, auto-generated for testing.",2026-06-11 05:00:00
INC008280,2026-06-10 23:00:00,,user30,user205,Critical,Medium,Medium,Software,OS,Open,,,Issue 8280 - Software related,"Detailed description of incident 8280, auto-generated for testing.",2026-06-14 15:00:00
INC008281,2026-06-11 00:00:00,,user169,user222,Low,Low,Low,Database,SQL Server,In Progress,,,Issue 8281 - Software related,"Detailed description of incident 8281, auto-generated for testing.",2026-06-13 21:00:00
INC008282,2026-06-11 01:00:00,2026-06-13 08:00:00,user80,user348,Critical,Low,Low,Software,OS,Closed,Solved via On-Site,user415,Issue 8282 - Network related,"Detailed description of incident 8282, auto-generated for testing.",2026-06-12 05:00:00
INC008283,2026-06-11 02:00:00,2026-06-11 15:00:00,user18,user355,Critical,High,High,Software,Application,Closed,Workaround Provided,user522,Issue 8283 - Database related,"Detailed description of incident 8283, auto-generated for testing.",2026-06-12 21:00:00
INC008284,2026-06-11 03:00:00,,user132,user222,Critical,Medium,Medium,Security,Phishing,In Progress,,,Issue 8284 - Database related,"Detailed description of incident 8284, auto-generated for testing.",2026-06-13 12:00:00
INC008285,2026-06-11 04:00:00,,user109,user358,Low,Low,High,Hardware,Laptop,In Progress,,,Issue 8285 - Database related,"Detailed description of incident 8285, auto-generated for testing.",2026-06-11 21:00:00
INC008286,2026-06-11 05:00:00,2026-06-12 04:00:00,user189,user343,Low,Medium,High,Database,SQL Server,Closed,Solved Remotely,user431,Issue 8286 - Database related,"Detailed description of incident 8286, auto-generated for testing.",2026-06-14 19:00:00
INC008287,2026-06-11 06:00:00,,user69,user375,High,Low,Medium,Software,Email,In Progress,,,Issue 8287 - Database related,"Detailed description of incident 8287, auto-generated for testing.",2026-06-14 03:00:00
INC008288,2026-06-11 07:00:00,,user176,user267,Medium,High,Low,Database,Oracle,Open,,,Issue 8288 - Hardware related,"Detailed description of incident 8288, auto-generated for testing.",2026-06-14 13:00:00
INC008289,2026-06-11 08:00:00,,user134,user343,High,High,High,Hardware,Desktop,Open,,,Issue 8289 - Hardware related,"Detailed description of incident 8289, auto-generated for testing.",2026-06-11 12:00:00
INC008290,2026-06-11 09:00:00,,user185,user206,Low,High,Low,Network,WAN,In Progress,,,Issue 8290 - Network related,"Detailed description of incident 8290, auto-generated for testing.",2026-06-14 17:00:00
INC008291,2026-06-11 10:00:00,2026-06-14 04:00:00,user41,user334,Medium,High,Low,Software,Email,Closed,Workaround Provided,user552,Issue 8291 - Hardware related,"Detailed description of incident 8291, auto-generated for testing.",2026-06-11 23:00:00
INC008292,2026-06-11 11:00:00,2026-06-13 19:00:00,user52,user313,Critical,High,Low,Hardware,Printer,Resolved,Solved via On-Site,user561,Issue 8292 - Software related,"Detailed description of incident 8292, auto-generated for testing.",2026-06-15 02:00:00
INC008293,2026-06-11 12:00:00,,user1,user201,Medium,High,Low,Database,MySQL,Open,,,Issue 8293 - Software related,"Detailed description of incident 8293, auto-generated for testing.",2026-06-11 20:00:00
INC008294,2026-06-11 13:00:00,,user129,user380,Critical,Medium,High,Hardware,Desktop,Open,,,Issue 8294 - Hardware related,"Detailed description of incident 8294, auto-generated for testing.",2026-06-11 18:00:00
INC008295,2026-06-11 14:00:00,2026-06-13 18:00:00,user134,user231,Low,High,Medium,Network,LAN,Resolved,Solved via On-Site,user409,Issue 8295 - Software related,"Detailed description of incident 8295, auto-generated for testing.",2026-06-15 10:00:00
INC008296,2026-06-11 15:00:00,2026-06-12 07:00:00,user194,user321,Medium,Medium,Low,Hardware,Desktop,Closed,Solved via On-Site,user502,Issue 8296 - Network related,"Detailed description of incident 8296, auto-generated for testing.",2026-06-15 08:00:00
INC008297,2026-06-11 16:00:00,2026-06-14 07:00:00,user186,user201,Critical,High,Low,Database,Oracle,Resolved,Workaround Provided,user577,Issue 8297 - Database related,"Detailed description of incident 8297, auto-generated for testing.",2026-06-13 22:00:00
INC008298,2026-06-11 17:00:00,2026-06-12 16:00:00,user34,user378,High,Low,Low,Software,Application,Resolved,Not Reproducible,user599,Issue 8298 - Security related,"Detailed description of incident 8298, auto-generated for testing.",2026-06-13 01:00:00
INC008299,2026-06-11 18:00:00,,user156,user332,High,Low,Medium,Software,OS,Open,,,Issue 8299 - Hardware related,"Detailed description of incident 8299, auto-generated for testing.",2026-06-13 05:00:00
INC008300,2026-06-11 19:00:00,2026-06-12 07:00:00,user82,user400,Critical,Low,Low,Security,Malware,Closed,Not Reproducible,user567,Issue 8300 - Software related,"Detailed description of incident 8300, auto-generated for testing.",2026-06-15 06:00:00
INC008301,2026-06-11 20:00:00,2026-06-13 21:00:00,user165,user386,High,Medium,Medium,Database,SQL Server,Resolved,Workaround Provided,user562,Issue 8301 - Hardware related,"Detailed description of incident 8301, auto-generated for testing.",2026-06-14 07:00:00
INC008302,2026-06-11 21:00:00,,user134,user376,High,High,High,Security,Malware,Open,,,Issue 8302 - Software related,"Detailed description of incident 8302, auto-generated for testing.",2026-06-13 13:00:00
INC008303,2026-06-11 22:00:00,2026-06-14 07:00:00,user102,user303,Medium,Medium,Medium,Security,Phishing,Resolved,Workaround Provided,user403,Issue 8303 - Software related,"Detailed description of incident 8303, auto-generated for testing.",2026-06-15 07:00:00
INC008304,2026-06-11 23:00:00,,user179,user325,High,High,Low,Network,VPN,Open,,,Issue 8304 - Security related,"Detailed description of incident 8304, auto-generated for testing.",2026-06-16 02:00:00
INC008305,2026-06-12 00:00:00,,user132,user227,Medium,Low,High,Database,MySQL,Open,,,Issue 8305 - Database related,"Detailed description of incident 8305, auto-generated for testing.",2026-06-15 15:00:00
INC008306,2026-06-12 01:00:00,,user71,user294,Low,Medium,Medium,Software,Application,Open,,,Issue 8306 - Network related,"Detailed description of incident 8306, auto-generated for testing.",2026-06-12 12:00:00
INC008307,2026-06-12 02:00:00,,user28,user244,High,High,Low,Database,MySQL,Open,,,Issue 8307 - Database related,"Detailed description of incident 8307, auto-generated for testing.",2026-06-14 19:00:00
INC008308,2026-06-12 03:00:00,,user147,user211,Low,Medium,High,Network,VPN,In Progress,,,Issue 8308 - Security related,"Detailed description of incident 8308, auto-generated for testing.",2026-06-12 05:00:00
INC008309,2026-06-12 04:00:00,,user108,user323,High,Medium,High,Database,SQL Server,In Progress,,,Issue 8309 - Network related,"Detailed description of incident 8309, auto-generated for testing.",2026-06-13 14:00:00
INC008310,2026-06-12 05:00:00,,user41,user320,Critical,Low,Medium,Database,Oracle,In Progress,,,Issue 8310 - Hardware related,"Detailed description of incident 8310, auto-generated for testing.",2026-06-16 09:00:00
INC008311,2026-06-12 06:00:00,,user63,user367,Critical,Low,Low,Security,Access,In Progress,,,Issue 8311 - Security related,"Detailed description of incident 8311, auto-generated for testing.",2026-06-13 00:00:00
INC008312,2026-06-12 07:00:00,,user166,user227,Low,Low,Medium,Database,Oracle,Open,,,Issue 8312 - Network related,"Detailed description of incident 8312, auto-generated for testing.",2026-06-12 13:00:00
INC008313,2026-06-12 08:00:00,,user197,user386,Low,Low,High,Security,Access,Open,,,Issue 8313 - Software related,"Detailed description of incident 8313, auto-generated for testing.",2026-06-15 23:00:00
INC008314,2026-06-12 09:00:00,2026-06-13 01:00:00,user57,user215,Low,Low,High,Security,Access,Resolved,Solved Remotely,user422,Issue 8314 - Security related,"Detailed description of incident 8314, auto-generated for testing.",2026-06-13 05:00:00
INC008315,2026-06-12 10:00:00,,user44,user321,Critical,High,Low,Hardware,Printer,In Progress,,,Issue 8315 - Network related,"Detailed description of incident 8315, auto-generated for testing.",2026-06-13 07:00:00
INC008316,2026-06-12 11:00:00,,user110,user274,Low,High,High,Network,WAN,Open,,,Issue 8316 - Hardware related,"Detailed description of incident 8316, auto-generated for testing.",2026-06-13 12:00:00
INC008317,2026-06-12 12:00:00,2026-06-13 04:00:00,user8,user215,Critical,Low,Low,Security,Malware,Closed,Not Reproducible,user565,Issue 8317 - Database related,"Detailed description of incident 8317, auto-generated for testing.",2026-06-12 14:00:00
INC008318,2026-06-12 13:00:00,2026-06-15 07:00:00,user189,user273,Low,Low,Medium,Database,MySQL,Resolved,Solved via On-Site,user406,Issue 8318 - Software related,"Detailed description of incident 8318, auto-generated for testing.",2026-06-14 06:00:00
INC008319,2026-06-12 14:00:00,2026-06-15 04:00:00,user165,user258,Medium,Low,High,Security,Phishing,Closed,Workaround Provided,user578,Issue 8319 - Software related,"Detailed description of incident 8319, auto-generated for testing.",2026-06-16 18:00:00
INC008320,2026-06-12 15:00:00,,user93,user258,Medium,Medium,High,Security,Phishing,In Progress,,,Issue 8320 - Network related,"Detailed description of incident 8320, auto-generated for testing.",2026-06-15 16:00:00
INC008321,2026-06-12 16:00:00,,user185,user309,High,Low,Low,Security,Access,Open,,,Issue 8321 - Software related,"Detailed description of incident 8321, auto-generated for testing.",2026-06-15 06:00:00
INC008322,2026-06-12 17:00:00,2026-06-13 06:00:00,user141,user341,Medium,High,Low,Software,Application,Resolved,Solved via On-Site,user499,Issue 8322 - Database related,"Detailed description of incident 8322, auto-generated for testing.",2026-06-14 14:00:00
INC008323,2026-06-12 18:00:00,,user97,user349,Low,High,Medium,Software,Email,Open,,,Issue 8323 - Database related,"Detailed description of incident 8323, auto-generated for testing.",2026-06-15 05:00:00
INC008324,2026-06-12 19:00:00,,user184,user296,Medium,Medium,Low,Software,OS,In Progress,,,Issue 8324 - Security related,"Detailed description of incident 8324, auto-generated for testing.",2026-06-14 03:00:00
INC008325,2026-06-12 20:00:00,,user160,user388,Medium,High,High,Software,OS,Open,,,Issue 8325 - Security related,"Detailed description of incident 8325, auto-generated for testing.",2026-06-14 00:00:00
INC008326,2026-06-12 21:00:00,2026-06-15 11:00:00,user194,user314,Low,Low,Medium,Hardware,Laptop,Closed,Not Reproducible,user477,Issue 8326 - Database related,"Detailed description of incident 8326, auto-generated for testing.",2026-06-17 01:00:00
INC008327,2026-06-12 22:00:00,,user72,user353,Medium,Medium,Medium,Security,Malware,Open,,,Issue 8327 - Hardware related,"Detailed description of incident 8327, auto-generated for testing.",2026-06-15 06:00:00
INC008328,2026-06-12 23:00:00,2026-06-13 16:00:00,user43,user298,Low,Medium,Medium,Hardware,Laptop,Closed,Solved Remotely,user484,Issue 8328 - Hardware related,"Detailed description of incident 8328, auto-generated for testing.",2026-06-15 23:00:00
INC008329,2026-06-13 00:00:00,2026-06-13 09:00:00,user118,user316,Medium,High,Low,Database,SQL Server,Closed,Solved via On-Site,user504,Issue 8329 - Hardware related,"Detailed description of incident 8329, auto-generated for testing.",2026-06-17 04:00:00
INC008330,2026-06-13 01:00:00,,user108,user380,Low,Low,Low,Network,WAN,In Progress,,,Issue 8330 - Hardware related,"Detailed description of incident 8330, auto-generated for testing.",2026-06-16 13:00:00
INC008331,2026-06-13 02:00:00,2026-06-13 05:00:00,user124,user239,Critical,Low,High,Hardware,Desktop,Resolved,Not Reproducible,user543,Issue 8331 - Software related,"Detailed description of incident 8331, auto-generated for testing.",2026-06-17 03:00:00
INC008332,2026-06-13 03:00:00,2026-06-16 00:00:00,user75,user366,Critical,Low,Medium,Software,Email,Resolved,Not Reproducible,user417,Issue 8332 - Database related,"Detailed description of incident 8332, auto-generated for testing.",2026-06-14 03:00:00
INC008333,2026-06-13 04:00:00,2026-06-15 23:00:00,user133,user276,High,Medium,Medium,Software,Application,Closed,Solved Remotely,user593,Issue 8333 - Network related,"Detailed description of incident 8333, auto-generated for testing.",2026-06-15 21:00:00
INC008334,2026-06-13 05:00:00,,user54,user306,Medium,High,Medium,Database,MySQL,In Progress,,,Issue 8334 - Hardware related,"Detailed description of incident 8334, auto-generated for testing.",2026-06-15 19:00:00
INC008335,2026-06-13 06:00:00,2026-06-14 09:00:00,user26,user222,High,High,High,Security,Access,Resolved,Solved Remotely,user447,Issue 8335 - Network related,"Detailed description of incident 8335, auto-generated for testing.",2026-06-15 07:00:00
INC008336,2026-06-13 07:00:00,,user114,user372,Low,High,Low,Network,LAN,In Progress,,,Issue 8336 - Network related,"Detailed description of incident 8336, auto-generated for testing.",2026-06-15 04:00:00
INC008337,2026-06-13 08:00:00,2026-06-14 08:00:00,user50,user214,Critical,Low,Medium,Hardware,Laptop,Closed,Solved Remotely,user543,Issue 8337 - Database related,"Detailed description of incident 8337, auto-generated for testing.",2026-06-15 18:00:00
INC008338,2026-06-13 09:00:00,,user180,user284,Low,Medium,Low,Security,Malware,In Progress,,,Issue 8338 - Network related,"Detailed description of incident 8338, auto-generated for testing.",2026-06-15 08:00:00
INC008339,2026-06-13 10:00:00,,user1,user218,High,Medium,Low,Security,Malware,In Progress,,,Issue 8339 - Hardware related,"Detailed description of incident 8339, auto-generated for testing.",2026-06-17 08:00:00
INC008340,2026-06-13 11:00:00,2026-06-15 21:00:00,user99,user224,Low,High,Low,Hardware,Laptop,Resolved,Workaround Provided,user432,Issue 8340 - Hardware related,"Detailed description of incident 8340, auto-generated for testing.",2026-06-15 09:00:00
INC008341,2026-06-13 12:00:00,2026-06-13 18:00:00,user104,user209,Low,High,Low,Hardware,Printer,Closed,Solved via On-Site,user548,Issue 8341 - Database related,"Detailed description of incident 8341, auto-generated for testing.",2026-06-15 09:00:00
INC008342,2026-06-13 13:00:00,,user47,user347,Low,Medium,Low,Hardware,Laptop,In Progress,,,Issue 8342 - Network related,"Detailed description of incident 8342, auto-generated for testing.",2026-06-14 07:00:00
INC008343,2026-06-13 14:00:00,,user152,user201,Low,High,High,Hardware,Desktop,Open,,,Issue 8343 - Hardware related,"Detailed description of incident 8343, auto-generated for testing.",2026-06-15 09:00:00
INC008344,2026-06-13 15:00:00,,user55,user214,Critical,Medium,Low,Software,Application,In Progress,,,Issue 8344 - Software related,"Detailed description of incident 8344, auto-generated for testing.",2026-06-16 09:00:00
INC008345,2026-06-13 16:00:00,2026-06-14 19:00:00,user169,user374,Low,Medium,Medium,Security,Phishing,Closed,Solved via On-Site,user423,Issue 8345 - Security related,"Detailed description of incident 8345, auto-generated for testing.",2026-06-15 21:00:00
INC008346,2026-06-13 17:00:00,2026-06-16 17:00:00,user165,user321,Low,High,Medium,Security,Access,Resolved,Workaround Provided,user593,Issue 8346 - Hardware related,"Detailed description of incident 8346, auto-generated for testing.",2026-06-16 17:00:00
INC008347,2026-06-13 18:00:00,2026-06-13 23:00:00,user175,user214,Critical,Medium,Medium,Software,Email,Closed,Solved Remotely,user432,Issue 8347 - Network related,"Detailed description of incident 8347, auto-generated for testing.",2026-06-15 12:00:00
INC008348,2026-06-13 19:00:00,,user23,user228,Low,Medium,High,Security,Malware,Open,,,Issue 8348 - Security related,"Detailed description of incident 8348, auto-generated for testing.",2026-06-15 21:00:00
INC008349,2026-06-13 20:00:00,,user96,user328,Low,High,Low,Hardware,Printer,In Progress,,,Issue 8349 - Database related,"Detailed description of incident 8349, auto-generated for testing.",2026-06-16 18:00:00
INC008350,2026-06-13 21:00:00,2026-06-16 14:00:00,user24,user343,High,High,Medium,Network,WAN,Resolved,Workaround Provided,user494,Issue 8350 - Security related,"Detailed description of incident 8350, auto-generated for testing.",2026-06-15 20:00:00
INC008351,2026-06-13 22:00:00,2026-06-16 20:00:00,user136,user389,Critical,High,Medium,Security,Access,Closed,Solved via On-Site,user509,Issue 8351 - Database related,"Detailed description of incident 8351, auto-generated for testing.",2026-06-14 02:00:00
INC008352,2026-06-13 23:00:00,,user196,user293,Medium,Medium,Medium,Network,LAN,Open,,,Issue 8352 - Hardware related,"Detailed description of incident 8352, auto-generated for testing.",2026-06-17 20:00:00
INC008353,2026-06-14 00:00:00,2026-06-14 01:00:00,user24,user208,Low,High,Low,Network,VPN,Closed,Solved via On-Site,user477,Issue 8353 - Hardware related,"Detailed description of incident 8353, auto-generated for testing.",2026-06-16 07:00:00
INC008354,2026-06-14 01:00:00,,user120,user386,High,High,Medium,Software,Email,In Progress,,,Issue 8354 - Network related,"Detailed description of incident 8354, auto-generated for testing.",2026-06-18 03:00:00
INC008355,2026-06-14 02:00:00,,user139,user246,Critical,Medium,Low,Database,SQL Server,Open,,,Issue 8355 - Software related,"Detailed description of incident 8355, auto-generated for testing.",2026-06-16 04:00:00
